name,private,fork,archived,language,pushed_at,family,category,status,completion,real_utility,novel_concepts,u_n,description,one_liner,url,tags,salvage,notes
keras-anomaly-detection,False,True,False,Python,2018-02-14,Forks (mostly 2017–18),forks-upstream,fork-drop,2,0,0,0,Anomaly detection implemented in Keras,"Fork of a Keras anomaly-detection package (demo/, notebooks/, setup.py) intended for PyPI.",https://github.com/deesatzed/keras-anomaly-detection,"anomaly, keras, 2018",,Public fork; ~72MB.
Keras-GAN,False,True,False,Python,2018-02-28,Forks (mostly 2017–18),forks-upstream,fork-drop,2,0,0,0,Keras implementations of Generative Adversarial Networks.,"Fork of the well-known Keras GAN zoo (DCGAN, CycleGAN, pix2pix, WGAN, …); no unique local README delta.",https://github.com/deesatzed/Keras-GAN,"gan, keras, 2018",,Public fork; ~83MB. Mass-forked 2018-02-28.
my_app,False,True,False,Python,2018-02-22,Forks (mostly 2017–18),forks-upstream,fork-drop,2,0,0,0,,"Fork of a Lore/Heroku 'my_app' Python service skeleton (Procfile, notebooks, models/).",https://github.com/deesatzed/my_app,"lore, heroku, 2018",,Public fork; README.rst is 'System Setup'. Dead.
KerasVAE,False,True,False,Jupyter Notebook,2017-06-19,Forks (mostly 2017–18),forks-upstream,fork-drop,1,0,0,0,A flexible Variational Autoencoder implementation with keras,Fork of a Keras VAE notebook + docs site stub.,https://github.com/deesatzed/KerasVAE,"vae, keras, 2017",,Public fork.
word-embeddings-from-scratch,False,True,False,Jupyter Notebook,2018-02-24,Forks (mostly 2017–18),forks-upstream,fork-drop,1,0,0,0,Creating word embeddings from scratch and visualize them on TensorBoard. Using trained embeddings in Keras.,Fork of a TensorBoard word-embedding tutorial (one notebook + gif).,https://github.com/deesatzed/word-embeddings-from-scratch,"embeddings, tutorial, 2018",,Public fork; tutorial clone.
agnommini,False,False,False,,2026-08-09,Empty / stubs,stubs,sunset-candidate,0,0,0,0,,Empty public repository (no git content).,https://github.com/deesatzed/agnommini,empty,,HTTP 404 empty. diskUsage 0. Possibly intended Agno mini-agent; never started.
crema-H1,True,False,False,,2026-02-10,Empty / stubs,unknown,sunset-candidate,0,0,0,0,,"Empty private repository (GitHub 404 on contents); no default branch, diskUsage 0. Likely an unused HearthEternal/H1 slot.",https://github.com/deesatzed/crema-H1,empty,,"Empty repo (HTTP 404). Fetch: contents 404, README 404. Pair with cremahearth."
deesatz,False,False,False,,2022-05-22,Empty / stubs,stubs,sunset-candidate,0,0,0,0,Config files for my GitHub profile.,"Empty public GitHub profile/config repo (topics: config, github-config); no files.",https://github.com/deesatzed/deesatz,"github-profile, empty",,Fetch: empty repository. Created 2022-05-22. Harmless; can stay as profile repo or delete.
EmediGen,True,False,False,,2026-08-26,Empty / stubs,stubs,sunset-candidate,0,0,0,0,,Empty private placeholder (no git content). Not the genomic product — that lives in eMedGen.,https://github.com/deesatzed/EmediGen,"empty, placeholder",,HTTP 404 empty repository. diskUsage 0. Distinct from private eMedGen (DNAsed).
Genesis_Pryme,True,False,False,,2025-06-20,Empty / stubs,stubs,sunset-candidate,0,0,0,0,,Empty private stub (typo of Genesis_Prime); no files.,https://github.com/deesatzed/Genesis_Pryme,empty,,Fetch: empty repository HTTP 404. Created minutes before Genesis_Prime.
GreyMatterGuild,True,False,False,,2025-07-27,Empty / stubs,stubs,sunset-candidate,0,0,0,0,,"Empty private repo (GitHub 409/404 empty); no commits, no language.",https://github.com/deesatzed/GreyMatterGuild,empty,,"Fetch: contents 404 'This repository is empty.' Name-only idea, never started."
ralfzero,True,False,False,,2026-02-15,Empty / stubs,unknown,sunset-candidate,0,0,0,0,,"Empty private repository (GitHub 404 on contents); no default branch, no language, diskUsage 0.",https://github.com/deesatzed/ralfzero,empty,,"Empty repo (HTTP 404: This repository is empty). Fetch: contents 404, README 404, commits 404."
tuhs-hbr,True,False,False,,2025-11-16,Clinical / EM / PHI,clinical-EM-PHI,sunset-candidate,0,0,0,0,,Empty GitHub repo (contents 404). Placeholder for Temple Honest Broker.,https://github.com/deesatzed/tuhs-hbr,empty,,Fetch failed: repository is empty (HTTP 404). Real work is in tuhs-honest-broker / HBRnexus.
vams-core,True,False,False,,2025-11-06,LLM / agents / tooling,LLM-agents-tooling,sunset-candidate,0,0,0,0,,Empty GitHub repo (contents 404). Intended home for VAMS core; real code is in VAMS.,https://github.com/deesatzed/vams-core,empty,,Fetch failed: repository is empty (HTTP 404). Use deesatzed/VAMS.
